index,product_id,product_name,brand_name,swatch_group,amount_a,unit_a,price,internal_product_id,rating,product_reviews,n_loves,lvl_0_cat,lvl_1_cat,lvl_2_cat,sku,amount_b,unit_b,product_multiplier,amount_adj,unit_price,prod_size_rank
2211,437097,Lip + Cheek Cream Blush Stick,MILK MAKEUP,standard size,0.21,oz,32.0,1,4.271000000000001,2000.0,318100.0,Makeup,Cheek,Blush,"['2639649' '2306298' '2306322' '2141992' '2448496' '2448488' '2639656'
 '2639664' '2306306' '2306314' '2257251']",6.0,g,1.0,0.21,152.38095238095238,923.0
2212,437218,NARCISO Rouge Eau de Parfum,Narciso Rodriguez,standard size,1.6,oz,137.0,1,4.5,6.0,763.0,Fragrance,Women,Perfume,['2130847'],50.0,ml,1.0,1.6,85.625,3423.0
2213,437218,NARCISO Rouge Eau de Parfum,Narciso Rodriguez,standard size,3.0,oz,165.0,1,4.5,6.0,763.0,Fragrance,Women,Perfume,['2130854'],90.0,ml,1.0,3.0,55.0,4902.0
2214,437230,L'Absolu Rouge Drama Matte Lipstick,Lancôme,standard size,0.12,oz,49.0,1,4.7168,173.0,24000.0,Makeup,Lip,Lipstick,"['2559383' '2559409' '2494094' '2494102' '2559466' '2559375' '2494086'
 '2494078']",3.4,g,1.0,0.12,408.33333333333337,500.0
2215,437367,Nude Illusion Liquid Foundation,Wander Beauty,standard size,1.01,oz,53.0,1,4.0909,231.0,18200.0,Makeup,Face,Foundation,['2154912' '2154953'],30.0,ml,1.0,1.01,52.475247524752476,3219.0
2216,437411,Continuous Setting Mist,Morphe,mini size,1.3,oz,17.0,1,4.4566,449.0,31700.0,Makeup,Face,Setting Spray & Powder,['2397578'],36.8,g,1.0,1.3,13.076923076923077,3297.0
2217,437411,Continuous Setting Mist,Morphe,standard size,2.8,oz,25.0,1,4.4566,449.0,31700.0,Makeup,Face,Setting Spray & Powder,['2143113'],82.8,ml,1.0,2.8,8.928571428571429,4870.0
2218,437411,Continuous Setting Mist,Morphe,value size,6.6,oz,34.0,1,4.4566,449.0,31700.0,Makeup,Face,Setting Spray & Powder,['2556702'],184.0,g,1.0,6.6,5.151515151515151,6155.0
2219,437471,Mini Alpha Beta® Pore Perfecting Cleansing Gel,Dr. Dennis Gross Skincare,mini size,2.0,oz,19.0,1,3.4582999999999995,72.0,13700.0,Mini Size,Skincare,,['2109726'],60.0,ml,1.0,2.0,9.5,4488.0
2220,437631,Her Eau de Parfum,BURBERRY,mini size,0.33,oz,43.0,1,4.3005,1400.0,151200.0,Fragrance,Women,Perfume,['2644300'],10.0,ml,1.0,0.33,130.30303030303028,1446.0
2221,437631,Her Eau de Parfum,BURBERRY,standard size,1.0,oz,112.0,1,4.3005,1400.0,151200.0,Fragrance,Women,Perfume,['2160729'],30.0,ml,1.0,1.0,112.0,2712.0
2222,437631,Her Eau de Parfum,BURBERRY,standard size,1.6,oz,147.0,1,4.3005,1400.0,151200.0,Fragrance,Women,Perfume,['2160455'],50.0,ml,1.0,1.6,91.875,3424.0
2223,437631,Her Eau de Parfum,BURBERRY,standard size,3.3,oz,196.0,1,4.3005,1400.0,151200.0,Fragrance,Women,Perfume,['2160687'],100.0,ml,1.0,3.3,59.3939393939394,5068.0
2224,437657,Scalp Care Dry Scalp Treatment,Living Proof,standard size,3.4,oz,50.0,1,4.3094,320.0,34600.0,Hair,Hair Styling & Treatments,Scalp Treatments,['2189223'],100.0,ml,1.0,3.4,14.705882352941178,5291.0
2225,437707,Diamond Lights Finisher,Artist Couture,standard size,0.12,oz,33.0,1,4.686399999999999,118.0,37600.0,Makeup,Eye,Eyeshadow,['2234565' '2230647'],3.5,g,1.0,0.12,275.0,501.0
2226,437925,24/7 Glide-On Eye Pencil - Naked Cherry Collection,Urban Decay,standard size,0.04,oz,34.0,1,3.8333,48.0,14300.0,Makeup,Eye,Eyeliner,['2131662' '2131670'],1.2,g,1.0,0.04,850.0,172.0
2227,437981,Emerald Hemp Seed Deep Moisture Glow Oil,Herbivore,standard size,1.0,oz,68.0,1,4.325699999999999,479.0,42600.0,Skincare,Moisturizers,Face Oils,['2189652'],30.0,ml,1.0,1.0,68.0,2713.0
2228,437987,Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer,IT Cosmetics,mini size,0.11,oz,19.0,1,4.1865,1100.0,93400.0,Makeup,Face,Concealer,['2224046' '2224053'],3.25,ml,1.0,0.11,172.72727272727272,449.0
2229,437987,Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer,IT Cosmetics,standard size,0.4,oz,39.5,1,4.1865,1100.0,93400.0,Makeup,Face,Concealer,"['2137743' '2199081' '2199099' '2137750' '2199123' '2137768' '2137776'
 '2137792' '2199156' '2137818' '2137826' '2137834' '2199206' '2137867'
 '2137875' '2137891' '2137909' '2137917' '2137925' '2199263' '2199271'
 '2199289' '2137941' '2199297' '2137958' '2199305' '2137966' '2199313']",12.0,ml,1.0,0.4,98.75,1913.0
2230,438197,Powder Kiss Lipstick,MAC Cosmetics,standard size,0.1,oz,34.0,1,4.2646999999999995,102.0,40600.0,Makeup,Lip,Lipstick,"['2158848' '2210219' '2158863' '2158889' '2158806' '2210235' '2158731'
 '2158764' '2158772' '2210193' '2423374' '2423382' '2423424' '2423416'
 '2547388']",3.0,g,1.0,0.1,340.0,376.0
2231,438526,Good Girl Eau de Parfum Légère,Carolina Herrera,mini size,0.34,oz,42.0,1,4.5309,81.0,19500.0,Fragrance,Women,Perfume,['2171296'],10.0,ml,1.0,0.34,123.52941176470587,1675.0
2232,438526,Good Girl Eau de Parfum Légère,Carolina Herrera,standard size,1.7,oz,128.0,1,4.5309,81.0,19500.0,Fragrance,Women,Perfume,['2099752'],50.0,ml,1.0,1.7,75.29411764705883,3854.0
2233,438526,Good Girl Eau de Parfum Légère,Carolina Herrera,standard size,2.7,oz,164.0,1,4.5309,81.0,19500.0,Fragrance,Women,Perfume,['2099760'],80.0,ml,1.0,2.7,60.74074074074073,4839.0
2234,438551,T-Pur Refining Micro-Peel Serum,Biotherm,standard size,1.69,oz,70.0,1,,,63.0,Skincare,Treatments,Face Serums,['2159234'],50.0,ml,1.0,1.69,41.42011834319527,3524.0
2235,438554,Orchidee Imperiale Oil,GUERLAIN,standard size,1.0,oz,465.0,1,4.666699999999999,6.0,333.0,Skincare,Moisturizers,Face Oils,['2142412'],30.0,ml,1.0,1.0,465.0,2714.0
2236,438602,Moroccanoil Body™ Soap,Moroccanoil,standard size,7.0,oz,16.0,1,3.7104999999999997,76.0,10800.0,Bath & Body,Bath & Shower,Body Wash & Shower Gel,['2135606'],200.0,g,1.0,7.0,2.2857142857142856,6374.0
2237,438613,Mini Lock-It Full-Coverage Long-Wear Matte Liquid Foundation,KVD Beauty,mini size,0.5,oz,12.0,1,3.5185,81.0,28500.0,Mini Size,Makeup,,['2208593' '2208601' '2208619' '2208627' '2208635'],15.0,ml,1.0,0.5,24.0,2086.0
2238,438617,All Day Hydrator Hyaluronic Acid Moisturizer ,SEPHORA COLLECTION,standard size,1.69,oz,24.0,1,4.5155,483.0,62300.0,Skincare,Moisturizers,Moisturizers,['2457950'],50.0,ml,1.0,1.69,14.201183431952662,3525.0
2239,438618,Clean Skin Gel Cleanser with Prebiotics,SEPHORA COLLECTION,standard size,4.22,oz,16.0,1,4.593200000000001,472.0,50100.0,Skincare,Cleansers,Face Wash & Cleansers,['2457976'],125.0,ml,1.0,4.22,3.7914691943127963,5696.0
2240,438618,Clean Skin Gel Cleanser with Prebiotics,SEPHORA COLLECTION,value size,6.76,oz,27.0,1,4.593200000000001,472.0,50100.0,Skincare,Cleansers,Face Wash & Cleansers,['2632909'],200.0,ml,1.0,6.76,3.9940828402366866,6299.0
2241,438619,Brightening Eye Cream with Caffeine and Hyaluronic Acid,SEPHORA COLLECTION,standard size,0.67,oz,24.0,1,4.2784,582.0,137300.0,Skincare,Eye Care,Eye Creams & Treatments,['2452050'],20.0,ml,1.0,0.67,35.82089552238806,2362.0
2242,438620,Nourishing Moisturizer for Skin Barrier,SEPHORA COLLECTION,standard size,1.69,oz,24.0,1,4.380599999999999,536.0,64700.0,Skincare,Moisturizers,Moisturizers,['2457968'],50.0,ml,1.0,1.69,14.201183431952662,3526.0
2243,438620,Nourishing Moisturizer for Skin Barrier,SEPHORA COLLECTION,value size,3.38,floz,32.0,1,4.380599999999999,536.0,64700.0,Skincare,Moisturizers,Moisturizers,['2657302'],100.0,ml,1.0,3.38,9.467455621301776,5137.0
2244,438629,The Radiance Brightening Vitamin E + Rosehip Seed Facial Oil,BeautyBio,standard size,1.0,oz,95.0,1,3.9167,12.0,4300.0,Skincare,Moisturizers,Face Oils,['2163137'],30.0,ml,1.0,1.0,95.0,2715.0
2245,438635,The Pout Sparkling Rosé Hyaluronic Acid Collagen Plumping Lip Serum,BeautyBio,standard size,0.5,oz,52.5,1,3.4524,84.0,16100.000000000002,Skincare,Lip Balms & Treatments,,['2163079'],15.0,ml,1.0,0.5,105.0,2087.0
2246,438643,The Balance pH Balancing Gel Cleanser,BeautyBio,standard size,6.0,oz,52.5,1,4.4286,91.0,11800.0,Skincare,Cleansers,Face Wash & Cleansers,['2162998'],180.0,ml,1.0,6.0,8.75,6101.0
2247,438648,The Quench Quadralipid Rapid Recovery Facial Moisturizer,BeautyBio,standard size,1.7,oz,174.0,1,3.8333,42.0,5500.0,Skincare,Moisturizers,Moisturizers,['2163160'],50.0,ml,1.0,1.7,102.3529411764706,3855.0
2248,438934,Get Off Callus Softener Intensive Treatment,Deborah Lippmann,standard size,8.0,oz,66.5,1,,,4000.0,Bath & Body,Bath & Shower,Scrub & Exfoliants,['2676898'],236.0,ml,1.0,8.0,8.3125,6470.0
2249,439055,GENIUS Sleeping Collagen Moisturizer,Algenist,standard size,2.0,oz,132.0,1,4.5377,1300.0,35100.0,Skincare,Moisturizers,Moisturizers,['2170827'],60.0,ml,1.0,2.0,66.0,4489.0
2250,439057,Confidence in a Gel Lotion,IT Cosmetics,standard size,2.5,oz,66.5,1,4.5756000000000006,450.0,14600.0,Skincare,Moisturizers,Moisturizers,['2183119'],75.0,ml,1.0,2.5,26.6,4722.0
2251,439058,Violet-C Brightening Serum 20% Vitamin C + 10% AHA,Tatcha,standard size,1.0,oz,120.0,1,4.2116,1600.0,134200.0,Skincare,Treatments,Face Serums,['2181055'],30.0,ml,1.0,1.0,120.0,2716.0
2252,439061,Glow2OH 7% AHA Exfoliating Dark Spot Toner,OLEHENRIKSEN,mini size,2.2,oz,26.0,1,4.1914,3000.0,186700.0,Skincare,Cleansers,Toners,['2324887'],65.0,ml,1.0,2.2,11.818181818181817,4628.0
2253,439061,Glow2OH 7% AHA Exfoliating Dark Spot Toner,OLEHENRIKSEN,standard size,6.5,oz,47.5,1,4.1914,3000.0,186700.0,Skincare,Cleansers,Toners,['2169431'],190.0,ml,1.0,6.5,7.3076923076923075,6151.0
2254,439070,BlitzTrance™ Lipstick,PAT McGRATH LABS,standard size,0.13,oz,52.0,1,3.7465,217.0,62700.0,Makeup,Lip,Lipstick,['2159606'],3.7,g,1.0,0.13,400.0,558.0
2255,439088,No Frizz Shampoo Mini,Living Proof,mini size,2.0,oz,22.0,1,1.6667,3.0,1700.0,Hair,Shampoo & Conditioner,Shampoo,['2015998'],60.0,ml,1.0,2.0,11.0,4490.0
2256,439091,Mini Full Thickening Cream,Living Proof,mini size,2.0,oz,22.0,1,4.0,18.0,8800.0,Hair,Hair Styling & Treatments,Hair Styling Products,['2016053'],60.0,ml,1.0,2.0,11.0,4491.0
2257,439092,Restore Shampoo Mini,Living Proof,mini size,2.0,oz,22.0,1,2.4,5.0,1800.0,Hair,Shampoo & Conditioner,Shampoo,['2016087'],60.0,ml,1.0,2.0,11.0,4492.0
2258,439403,CITRUS | 08,KAYALI,standard size,1.7,oz,119.0,1,4.025,160.0,8900.0,Fragrance,Women,Perfume,['2224509'],50.0,ml,1.0,1.7,70.0,3856.0
2259,439403,CITRUS | 08,KAYALI,standard size,3.4,oz,168.0,1,4.025,160.0,8900.0,Fragrance,Women,Perfume,['2163988'],100.0,ml,1.0,3.4,49.411764705882355,5292.0
2260,439404,ELIXIR | 11,KAYALI,standard size,1.7,oz,119.0,1,3.7168,286.0,18100.0,Fragrance,Women,Perfume,['2224475'],50.0,ml,1.0,1.7,70.0,3857.0
2261,439404,ELIXIR | 11,KAYALI,standard size,3.4,oz,168.0,1,3.7168,286.0,18100.0,Fragrance,Women,Perfume,['2163954'],100.0,ml,1.0,3.4,49.411764705882355,5293.0
2262,439405,MUSK | 12,KAYALI,mini size,0.34,oz,33.0,1,3.8069,233.0,15400.0,Fragrance,Women,Perfume,['2599876'],10.0,ml,1.0,0.34,97.05882352941175,1676.0
2263,439405,MUSK | 12,KAYALI,standard size,1.7,oz,119.0,1,3.8069,233.0,15400.0,Fragrance,Women,Perfume,['2224483'],50.0,ml,1.0,1.7,70.0,3858.0
2264,439406,VANILLA | 28,KAYALI,mini size,0.34,oz,33.0,1,3.8702000000000005,1100.0,142200.0,Fragrance,Women,Perfume,['2599900'],10.0,ml,1.0,0.34,97.05882352941175,1677.0
2265,439406,VANILLA | 28,KAYALI,standard size,1.7,oz,119.0,1,3.8702000000000005,1100.0,142200.0,Fragrance,Women,Perfume,['2224491'],50.0,ml,1.0,1.7,70.0,3859.0
2266,439406,VANILLA | 28,KAYALI,standard size,3.4,oz,168.0,1,3.8702000000000005,1100.0,142200.0,Fragrance,Women,Perfume,['2163970'],100.0,ml,1.0,3.4,49.411764705882355,5294.0
2267,439601,Soft Matte Perfection Blush Duos,SEPHORA COLLECTION,standard size,0.17,oz,15.4,1,4.246600000000001,146.0,40300.0,Makeup,Cheek,Blush,['2055895' '2055887' '2055903' '2055879' '2055911'],5.0,g,1.0,0.17,90.58823529411764,762.0
2268,439626,Black Tea Firming Eye Serum,fresh,standard size,0.5,oz,99.0,1,3.7813,64.0,15600.0,Skincare,Eye Care,Eye Creams & Treatments,['2175552'],15.0,ml,1.0,0.5,198.0,2088.0
2269,439913,Crushed Liquid Lipstick,Bobbi Brown,standard size,0.2,oz,44.5,1,4.4192,804.0,67100.0,Makeup,Lip,Lipstick,['2182780' '2182772' '2182764' '2182814'],6.0,ml,1.0,0.2,222.5,857.0
2270,439926,A-Passioni™ Retinol Cream,Drunk Elephant,mini size,0.33,oz,38.0,1,4.2028,1300.0,226800.0,Skincare,Treatments,Face Serums,['2420487'],10.0,ml,1.0,0.33,115.15151515151514,1447.0
2271,439926,A-Passioni™ Retinol Cream,Drunk Elephant,standard size,1.0,oz,100.0,1,4.2028,1300.0,226800.0,Skincare,Treatments,Face Serums,['2429694'],30.0,ml,1.0,1.0,100.0,2717.0
2272,439927,Liquid ExfoliKate® Triple Acid Resurfacing Treatment,Kate Somerville,mini size,1.0,oz,14.4,1,4.3723,282.0,20700.0,Skincare,Treatments,Facial Peels,['2377166'],30.0,ml,1.0,1.0,14.4,2718.0
2273,439927,Liquid ExfoliKate® Triple Acid Resurfacing Treatment,Kate Somerville,standard size,4.0,oz,43.2,1,4.3723,282.0,20700.0,Skincare,Treatments,Facial Peels,['2172641'],120.0,ml,1.0,4.0,10.8,5562.0
2274,439932,"Mini Lights, Camera, Lashes™ 4-in-1 Mascara",tarte,mini size,0.16,oz,21.0,1,3.6198,242.0,16000.0,Makeup,Eye,Mascara,['2156420'],5.0,ml,1.0,0.16,131.25,726.0
2275,439936,Gloss Angeles Lip Gloss,Smashbox,standard size,0.13,oz,32.0,1,4.5058,429.0,20600.0,Makeup,Lip,Lip Gloss,['2172153' '2172146' '2172187'],4.0,ml,1.0,0.13,246.15384615384613,559.0
2276,439943,Heart Melter Lip Gloss Stick,Kaja,standard size,0.049,oz,25.0,1,4.2259,301.0,120200.0,Makeup,Lip,Lip Gloss,"['2185866' '2185874' '2185882' '2185890' '2185908' '2315406' '2315414'
 '2315422']",1.4,g,1.0,0.049,510.204081632653,210.0
2277,440013,FIX® Serum,NuFACE,standard size,0.5,oz,65.0,1,4.268799999999999,93.0,4700.0,Skincare,Treatments,Face Serums,['2147213'],15.0,ml,1.0,0.5,130.0,2089.0
2278,440044,Studio Skin Flawless Oil-Free 24 Hour Concealer,Smashbox,standard size,0.27,oz,39.5,1,4.3951,739.0,25600.0,Makeup,Face,Concealer,['2176493'],8.0,ml,1.0,0.27,146.29629629629628,1157.0
2279,440072,Noni Glow Overnight Plumping Hydration Mask,KORA Organics,standard size,3.38,oz,66.0,1,3.7158,95.0,13200.0,Skincare,Masks,Face Masks,['2183531'],100.0,ml,1.0,3.38,19.526627218934912,5138.0
2280,440208,Bronze Wood & Leather Cologne Intense,Jo Malone London,standard size,1.7,oz,192.0,1,3.5999999999999996,5.0,717.0,Fragrance,Women,Perfume,['2177806'],50.0,ml,1.0,1.7,112.94117647058823,3860.0
2281,440208,Bronze Wood & Leather Cologne Intense,Jo Malone London,standard size,3.4,oz,269.0,1,3.5999999999999996,5.0,717.0,Fragrance,Women,Perfume,['2177814'],100.0,ml,1.0,3.4,79.11764705882354,5295.0
2282,440268,Flawless Lumière Radiance-Perfecting Foundation,Laura Mercier,standard size,1.0,oz,75.0,1,4.2088,1400.0,68800.0,Makeup,Face,Foundation,"['2181519' '2181527' '2181535' '2181543' '2181550' '2181568' '2181576'
 '2181584' '2181592' '2181600' '2181618' '2181626' '2181634' '2181642'
 '2181659' '2181667' '2181675' '2181683' '2181691' '2181709' '2181717'
 '2181725' '2181733' '2181741' '2181758' '2181766' '2181774' '2181782'
 '2181790' '2181808']",30.0,ml,1.0,1.0,75.0,2719.0
2283,440278,Mini Prep Rally Prime & Prep Detangler,Drybar,mini size,2.0,oz,20.0,1,3.9744,78.0,12200.0,Hair,Hair Styling & Treatments,Hair Primers,['2184026'],59.0,ml,1.0,2.0,10.0,4493.0
2284,440302,needles no more® Neck Sculpting Cream,Dr. Brandt Skincare,standard size,1.7,oz,128.0,1,3.918899999999999,37.0,6300.0,Skincare,Moisturizers,Decollete & Neck Creams,['2167633'],50.0,g,1.0,1.7,75.29411764705883,3861.0
2285,440305,Goat Milk Moisturizing Cleanser,Kate Somerville,standard size,4.0,oz,57.0,1,4.5246,183.0,17900.0,Skincare,Cleansers,Face Wash & Cleansers,['2172658'],120.0,ml,1.0,4.0,14.25,5563.0
2286,440307,Superberry Hydrate + Glow Dream Night Cream + Mask with Vitamin C,Youth To The People,mini size,0.5,oz,24.0,1,4.3209,2400.0,262700.0,Skincare,Masks,Face Masks,['2379444'],15.0,ml,1.0,0.5,48.0,2090.0
2287,440307,Superberry Hydrate + Glow Dream Night Cream + Mask with Vitamin C,Youth To The People,standard size,2.0,oz,68.0,1,4.3209,2400.0,262700.0,Skincare,Masks,Face Masks,['2180941'],59.0,ml,1.0,2.0,34.0,4494.0
2288,440312,Lotus Anti-Aging Night Moisturizer ,fresh,mini size,0.5,oz,29.0,1,4.4748,1700.0,106700.0,Skincare,Moisturizers,Moisturizers,['2258481'],15.0,ml,1.0,0.5,58.0,2091.0
2289,440312,Lotus Anti-Aging Night Moisturizer ,fresh,standard size,1.6,oz,73.0,1,4.4748,1700.0,106700.0,Skincare,Moisturizers,Moisturizers,['2175560'],50.0,ml,1.0,1.6,45.625,3425.0
2290,440447,’REPLICA’ Beach Walk Travel Spray,Maison Margiela,mini size,0.34,oz,43.0,1,4.1875,1700.0,55100.0,Fragrance,Women,Rollerballs & Travel Size,['2102663'],10.0,ml,1.0,0.34,126.4705882352941,1678.0
2291,440448,’REPLICA’ Lazy Sunday Morning Travel Spray,Maison Margiela,mini size,0.34,oz,43.0,1,4.1093,439.0,29000.0,Fragrance,Women,Rollerballs & Travel Size,['2102671'],10.0,ml,1.0,0.34,126.4705882352941,1679.0
2292,440504,R + R Mask,Summer Fridays,standard size,2.25,oz,73.0,1,3.7919,495.0,48400.0,Skincare,Masks,Face Masks,['2174282'],64.0,g,1.0,2.25,32.44444444444444,4637.0
2293,440634,'REPLICA' Under the Lemon Trees,Maison Margiela,standard size,1.0,oz,102.0,1,4.2102,547.0,32400.0,Fragrance,Women,Perfume,['2415610'],30.0,ml,1.0,1.0,102.0,2720.0
2294,440634,'REPLICA' Under the Lemon Trees,Maison Margiela,standard size,3.4,oz,202.0,1,4.2102,547.0,32400.0,Fragrance,Women,Perfume,['2177996'],100.0,ml,1.0,3.4,59.411764705882355,5296.0
2295,440637,Wild Poppy Eau de Parfum,NEST New York,mini size,0.27,oz,42.0,1,4.4667,300.0,20200.0,Fragrance,Women,Perfume,['2498319'],8.0,ml,1.0,0.27,155.55555555555554,1158.0
2296,440637,Wild Poppy Eau de Parfum,NEST New York,standard size,1.7,oz,122.0,1,4.4667,300.0,20200.0,Fragrance,Women,Perfume,['2173987'],50.0,ml,1.0,1.7,71.76470588235294,3862.0
2297,440638,Wild Poppy Eau de Parfum Travel Spray,NEST New York,mini size,0.27,oz,42.0,1,4.4667,300.0,12900.0,Fragrance,Women,Rollerballs & Travel Size,['2498319'],8.0,ml,1.0,0.27,155.55555555555554,1159.0
2298,440639,Rose Noir & Oud Candle,NEST New York,mini size,2.0,oz,28.0,1,4.743099999999999,109.0,5800.0,Fragrance,Candles & Home Scents,Candles,['2174027'],57.0,g,1.0,2.0,14.0,4495.0
2299,440639,Rose Noir & Oud Candle,NEST New York,standard size,21.1,oz,106.0,1,4.743099999999999,109.0,5800.0,Fragrance,Candles & Home Scents,Candles,['2174035'],600.0,g,1.0,21.1,5.023696682464455,7050.0
2300,440700,Mini Gimme Brow+ Tinted Volumizing Eyebrow Gel,Benefit Cosmetics,mini size,0.05,oz,20.0,1,4.0427,702.0,135900.0,Makeup,Eye,Eyebrow,['2305365' '2305373'],1.5,g,1.0,0.05,400.0,228.0
2301,440815,Orchidee Imperiale: The Longevity Concentrate,GUERLAIN,standard size,1.0,oz,740.0,1,,,171.0,Skincare,Treatments,Face Serums,['2188092'],30.0,ml,1.0,1.0,740.0,2721.0
2302,440900,Météorites Illuminating & Color Correcting Powder Compact,GUERLAIN,standard size,0.28,oz,84.0,1,4.368399999999999,19.0,5800.0,Makeup,Face,Setting Spray & Powder,['2192631' '2192649' '2192656'],8.0,g,1.0,0.28,299.99999999999994,1224.0
2303,440905,Brow Blade Waterproof Eyebrow Pencil & Ink Stain,Urban Decay,standard size,0.01,oz,38.0,1,4.11,1800.0,61400.0,Makeup,Eye,Eyebrow,['2313963' '2313971'],0.4,ml,1.0,0.01,3800.0,59.0
2304,440909,Good Girl Légère Rollerball,Carolina Herrera,mini size,0.34,oz,42.0,1,4.3333,12.0,7700.0,Fragrance,Women,Rollerballs & Travel Size,['2171296'],10.0,ml,1.0,0.34,123.52941176470587,1680.0
2305,440915,Miss Dior Eau de Toilette ,Dior,mini size,0.7,oz,55.0,1,4.0656,61.0,10900.0,Fragrance,Women,Perfume,['2175107'],20.0,ml,1.0,0.7,78.57142857142857,2404.0
2306,440915,Miss Dior Eau de Toilette ,Dior,standard size,1.7,oz,125.0,1,4.0656,61.0,10900.0,Fragrance,Women,Perfume,['2175099'],50.0,ml,1.0,1.7,73.52941176470588,3863.0
2307,440915,Miss Dior Eau de Toilette ,Dior,standard size,3.4,oz,175.0,1,4.0656,61.0,10900.0,Fragrance,Women,Perfume,['2175081'],100.0,ml,1.0,3.4,51.470588235294116,5297.0
2308,440923,Capture Youth Age-Delay Advanced Eye Treatment,Dior,standard size,0.5,oz,95.0,1,3.4666999999999994,30.0,4600.0,Skincare,Eye Care,Eye Creams & Treatments,['2167443'],15.0,ml,1.0,0.5,190.0,2092.0
2309,440925,Drink Up™ Intensive Overnight Hydrating Face Mask with Avocado & Swiss Glacier Water,Origins,mini size,1.0,oz,23.0,1,4.4949,1700.0,41000.0,Skincare,Masks,Face Masks,['2175461'],30.0,ml,1.0,1.0,23.0,2722.0
2310,440925,Drink Up™ Intensive Overnight Hydrating Face Mask with Avocado & Swiss Glacier Water,Origins,standard size,2.5,oz,45.0,1,4.4949,1700.0,41000.0,Skincare,Masks,Face Masks,['2175453'],75.0,ml,1.0,2.5,18.0,4723.0
2311,440926,Mini Drink Up™ Intensive Overnight Hydrating Mask with Avocado & Swiss Glacier Water,Origins,mini size,1.0,oz,23.0,1,4.1111,108.0,27100.0,Skincare,Mini Size,,['2175461'],30.0,ml,1.0,1.0,23.0,2723.0
2312,440929,Mini Original Skin™ Retexturizing Mask with Rose Clay,Origins,mini size,1.0,oz,26.0,1,4.4444,108.0,30200.0,Skincare,Mini Size,,['2175404'],30.0,ml,1.0,1.0,26.0,2724.0
2313,440933,Mini Clear Improvement™ Active Charcoal Mask to Clear Pore,Origins,mini size,1.0,oz,26.0,1,3.9609,128.0,43700.0,Skincare,Mini Size,,['2175388'],30.0,ml,1.0,1.0,26.0,2725.0
2314,440951,Roller Liner Waterproof Liquid Eyeliner,Benefit Cosmetics,mini size,0.01,oz,19.0,1,4.075800000000001,1500.0,35100.0,Makeup,Eye,Eyeliner,['2181220'],0.5,ml,1.0,0.01,1900.0,60.0
2315,440951,Roller Liner Waterproof Liquid Eyeliner,Benefit Cosmetics,standard size,0.03,oz,30.0,1,4.075800000000001,1500.0,35100.0,Makeup,Eye,Eyeliner,['2181246' '2181238'],1.0,ml,1.0,0.03,1000.0,124.0
2316,440952,Mini Roller Liner Waterproof Liquid Eyeliner,Benefit Cosmetics,mini size,0.01,oz,19.0,1,3.6731999999999996,358.0,35500.0,Makeup,Eye,Eyeliner,['2181220'],0.5,ml,1.0,0.01,1900.0,61.0
2317,440962,Dior Forever Skin Glow Hydrating Foundation,Dior,standard size,1.0,oz,67.0,1,4.1905,168.0,24300.0,Makeup,Face,Foundation,"['2558336' '2558328' '2557999' '2558005' '2558013' '2558021' '2558039'
 '2558047' '2558054' '2558351' '2558344' '2558062' '2558070' '2558088'
 '2558096' '2558104' '2558369' '2558153' '2558138' '2558112' '2558120'
 '2558377' '2558146' '2558161' '2558203' '2558179' '2558187' '2558385'
 '2558195' '2558211' '2558393' '2558229' '2558237' '2558245' '2558252'
 '2558260' '2557601' '2558278' '2558286' '2558294' '2558302' '2558310']",30.0,ml,1.0,1.0,67.0,2726.0
2318,440967,FetishEyes™ Lengthening Mascara,PAT McGRATH LABS,standard size,0.27,oz,45.0,1,3.8539999999999996,1000.0,39600.0,Makeup,Eye,Mascara,['2193795'],8.0,ml,1.0,0.27,166.66666666666666,1160.0
2319,440971,Touche Éclat High Cover Radiant Under-Eye Concealer,Yves Saint Laurent,standard size,0.08,oz,54.0,1,4.0942,329.0,49500.0,Makeup,Face,Concealer,['2209310'],2.5,ml,1.0,0.08,675.0,289.0
2320,440977,Perfect hair Day (PhD) Triple Detox Shampoo,Living Proof,standard size,5.4,oz,45.0,1,4.4506,597.0,14500.0,Hair,Shampoo & Conditioner,Shampoo,['2635357'],160.0,ml,1.0,5.4,8.333333333333332,5994.0
2321,441024,Lock-It Powder Foundation,KVD Beauty,standard size,0.31,oz,49.0,1,3.9917999999999996,1200.0,35600.0,Makeup,Face,Foundation,"['2179786' '2179893' '2179851' '2179844' '2179901' '2179794' '2179869'
 '2179778' '2179877' '2179810' '2179760' '2179802' '2179885' '2179836'
 '2179828']",9.0,g,1.0,0.31,158.06451612903226,1350.0
2322,441064,Drying Lotion,Mario Badescu,standard size,1.0,oz,23.0,1,3.7584,298.0,26800.0,Skincare,Treatments,Blemish & Acne Treatments,['2192003'],29.0,ml,1.0,1.0,23.0,2727.0
2323,441066,Buttermilk Moisturizer,Mario Badescu,standard size,2.0,oz,24.0,1,4.0,16.0,2200.0,Skincare,Moisturizers,Moisturizers,['2191989'],59.0,ml,1.0,2.0,12.0,4496.0
2324,441067,Buffering Lotion,Mario Badescu,standard size,1.0,oz,25.0,1,4.318199999999999,44.0,3500.0,Skincare,Cleansers,Toners,['2191971'],29.0,ml,1.0,1.0,25.0,2728.0
